Overall,Finishing,Wage,Potential,Reactions,Weight,Value,Age,BallControl,Dribbling,Stamina,Vision,PreferredFoot,Height
62,21,24,62,63,37,61,28,34,32,47,32,1,13
48,39,19,62,48,17,161,17,51,57,56,42,1,1
54,59,27,73,57,21,25,18,51,51,58,51,0,2
61,17,13,69,57,29,93,23,46,34,51,31,1,12
52,55,19,65,42,33,197,19,55,58,48,48,1,12
62,17,32,64,49,32,76,26,42,33,63,26,1,14
65,39,24,65,52,41,64,33,41,25,55,35,1,15
55,20,28,71,49,19,28,16,51,50,69,30,1,1
76,19,8,79,66,29,158,27,36,19,32,55,1,11
54,57,24,62,47,31,16,22,51,53,60,42,1,2
52,55,13,58,54,27,175,23,58,58,51,43,1,2
53,28,28,66,54,21,197,19,43,57,61,37,0,11
53,61,24,67,47,26,22,20,44,46,57,42,1,12
63,22,24,75,53,39,149,21,29,30,63,36,1,15
63,16,2,81,51,29,155,17,52,15,65,26,1,13
50,40,13,67,47,25,175,18,58,56,46,53,1,1
56,51,13,68,38,11,32,19,59,58,44,53,1,9
53,40,13,67,38,15,16,18,53,52,55,45,1,9
54,40,28,69,40,18,25,18,54,56,63,43,0,1
54,34,19,67,51,18,16,19,43,55,63,40,0,9
63,21,24,63,53,27,76,28,45,21,68,35,1,15
54,38,28,71,52,15,22,18,42,45,55,34,0,1
56,43,13,56,51,36,175,31,59,27,57,46,1,16
53,24,13,62,54,16,186,20,46,51,60,38,1,8
62,12,34,74,65,37,137,21,40,18,60,59,1,11
55,43,13,70,52,17,38,19,56,58,50,44,1,10
55,57,24,67,54,16,25,18,53,45,58,48,0,1
61,15,13,69,59,25,93,22,49,43,55,22,1,11
63,39,19,63,53,42,0,37,40,34,52,35,1,14
55,16,19,67,45,21,19,18,47,35,48,37,1,2
61,21,27,70,57,26,93,21,51,28,60,27,0,2
47,28,13,65,48,17,161,17,48,46,37,51,1,8
63,12,19,63,53,26,11,34,50,24,57,42,1,13
52,49,19,70,34,19,197,17,55,54,50,50,1,1
56,21,27,63,56,21,19,22,49,41,57,36,0,2
57,27,32,70,53,39,35,18,38,28,64,37,1,16
50,26,28,67,48,21,161,17,42,43,62,36,0,7
54,38,28,66,41,15,19,19,52,56,47,53,1,9
55,56,13,67,50,19,25,18,52,55,35,44,1,12
69,18,15,70,44,29,200,26,37,19,69,17,1,13
57,24,34,71,51,27,54,17,40,37,64,34,1,12
54,26,28,63,59,24,11,20,43,49,73,30,1,1
65,17,24,70,71,34,160,23,46,25,59,32,1,12
59,23,27,66,51,34,41,20,36,27,57,33,1,12
56,16,28,62,40,30,19,21,52,47,60,26,1,13
49,33,28,62,35,27,161,16,52,54,47,53,1,1
57,29,19,65,48,26,28,23,40,36,59,27,1,13
54,58,28,74,54,21,25,16,50,49,54,49,1,2
54,25,13,59,55,26,186,23,40,59,63,40,0,2
55,21,19,65,40,40,11,18,50,36,53,36,0,15
67,13,24,69,52,36,178,25,46,26,61,20,1,13
52,45,13,72,39,19,11,18,58,54,53,42,0,10
56,64,19,74,56,24,54,18,53,48,51,43,1,1
53,46,13,69,35,16,16,18,52,57,48,50,1,1
50,55,19,59,50,14,138,18,42,45,56,50,1,1
51,28,28,74,53,14,186,16,39,49,62,37,1,7
47,34,28,63,50,23,161,18,28,48,52,40,1,1
60,18,13,65,52,25,61,24,40,24,70,35,1,2
51,50,28,66,52,16,186,17,53,63,60,51,1,7
53,53,19,69,51,26,19,19,50,51,56,47,1,1
56,59,28,59,46,41,22,25,44,56,52,50,1,10
58,23,13,66,53,24,35,22,42,33,62,28,1,11
55,23,19,71,47,31,28,18,35,29,60,35,1,14
60,19,19,68,55,26,67,22,45,38,60,30,1,2
53,56,13,68,55,27,19,18,44,35,76,48,1,1
50,22,13,63,40,17,147,17,38,41,74,41,1,9
53,26,28,65,49,22,186,18,48,52,64,39,1,11
53,55,28,68,50,21,19,16,49,49,50,43,1,1
76,13,21,76,75,37,122,29,18,14,43,41,1,11
53,52,27,72,31,16,16,17,59,58,48,42,1,8
60,21,34,66,54,36,61,21,36,33,61,32,1,16
54,58,13,70,55,21,25,18,53,54,53,51,1,1
58,26,19,70,53,26,38,18,45,38,66,34,1,14
63,11,32,63,46,36,76,28,42,18,71,26,1,15
54,58,13,66,55,21,19,19,48,47,51,49,1,1
58,22,19,68,53,26,41,20,40,29,67,30,1,2
52,51,13,62,45,18,175,18,52,48,51,62,1,2
56,23,13,64,62,14,16,19,34,50,61,35,1,8
66,16,0,66,50,29,0,31,30,30,62,28,1,2
52,28,13,63,45,13,161,18,38,49,58,34,0,8
54,31,28,62,55,30,197,21,33,49,61,30,1,15
63,14,27,71,44,39,133,23,44,30,65,26,0,12
53,55,19,62,47,11,197,22,52,49,59,48,1,1
56,27,28,68,51,31,25,18,38,32,65,22,1,12
50,35,28,61,41,21,138,17,50,44,53,62,1,1
55,65,19,61,46,27,19,22,47,49,56,48,1,2
60,25,24,60,53,26,28,27,35,30,73,49,1,14
56,21,13,64,46,38,19,19,40,29,63,26,0,14
53,43,28,63,43,24,197,19,50,56,50,43,1,8
55,48,28,70,46,27,32,16,55,60,47,51,1,13
67,17,0,70,51,34,0,25,49,38,55,25,1,16
64,26,19,66,56,37,137,24,46,31,54,39,1,15
59,29,19,74,51,31,93,19,41,30,62,22,1,11
58,62,28,68,62,22,54,19,51,55,58,48,1,11
53,59,13,67,51,19,19,19,49,46,52,51,1,10
56,23,28,71,55,28,35,17,40,35,53,39,1,13
48,39,19,54,50,29,138,22,55,52,47,35,1,14
73,18,25,73,72,41,46,31,27,19,41,63,1,13
53,27,28,64,49,13,175,18,36,53,60,33,1,9
56,58,40,71,42,24,54,17,52,50,46,49,1,12
52,54,13,67,41,33,11,19,53,52,46,47,1,15
60,19,19,74,44,31,104,19,48,22,59,31,1,12
55,60,19,62,47,31,22,22,49,47,59,48,1,14
54,53,13,64,51,26,11,17,53,51,58,49,1,12
65,17,27,65,65,33,110,30,38,36,56,37,1,13
61,21,13,61,56,36,41,27,40,28,48,22,1,13
58,63,13,67,60,24,58,21,57,57,58,47,1,11
52,53,24,61,54,20,186,21,42,62,61,50,1,9
53,52,13,73,36,18,16,17,56,57,54,47,0,1
61,21,19,74,54,26,104,19,40,29,60,26,1,14
58,20,19,64,50,21,32,22,33,33,55,30,1,11
50,41,28,73,45,15,175,16,51,57,42,50,1,8
52,30,28,64,43,18,197,21,54,54,54,48,1,9
55,61,19,66,48,26,25,19,54,51,61,45,1,2
80,14,35,80,82,35,10,32,35,18,38,32,1,11
54,58,28,61,46,27,16,21,47,50,57,40,1,1
52,29,28,64,51,21,161,17,39,49,56,31,0,10
62,15,19,72,59,35,127,21,41,34,55,26,1,13
52,41,13,67,41,16,197,16,52,58,49,43,1,10
56,24,13,75,58,24,38,18,45,35,68,28,0,2
54,58,34,73,50,26,25,18,47,45,52,42,1,12
58,20,13,64,48,30,32,20,52,31,51,41,1,13
56,35,24,59,52,38,16,25,49,49,59,39,1,13
74,12,36,79,70,36,91,24,24,19,38,56,1,14
56,63,28,64,58,35,25,19,51,49,54,44,1,12
60,16,19,70,56,26,67,19,51,22,68,31,1,2
58,29,28,69,51,31,38,19,40,34,54,39,0,16
54,23,13,62,51,31,197,22,38,52,56,34,1,12
63,20,24,65,58,36,99,26,42,35,53,35,0,14
53,22,28,59,45,19,175,23,48,46,58,32,1,2
65,17,19,79,52,24,1,20,46,21,68,19,1,2
54,25,28,67,47,21,11,17,41,35,62,30,0,2
54,60,28,73,48,23,25,18,48,54,50,41,1,2
55,57,13,63,55,28,19,19,48,50,56,44,1,1
61,19,0,71,48,25,0,21,49,29,62,31,1,13
53,23,13,68,53,24,11,17,48,53,58,35,0,12
55,22,19,58,48,23,197,25,49,45,54,28,1,2
62,23,24,68,48,33,99,21,38,32,64,36,1,15
55,29,28,66,45,33,16,18,33,28,63,37,1,12
55,22,0,55,51,29,0,29,29,52,58,32,0,11
58,22,24,74,54,26,64,17,40,32,58,29,1,11
61,23,24,61,48,34,32,30,42,26,60,37,1,15
62,18,24,73,56,31,133,21,43,39,58,34,1,11
64,18,32,68,51,41,142,21,37,25,66,35,1,15
63,28,24,66,55,35,104,25,41,24,61,34,1,13
53,63,19,59,51,25,175,18,52,48,56,48,1,2
55,63,28,66,55,31,22,18,51,47,57,44,1,12
54,56,28,67,56,23,19,18,53,46,59,44,1,10
53,29,19,67,48,26,19,20,38,54,61,34,1,2
61,24,24,64,54,19,70,22,52,30,57,29,1,2
56,59,28,69,48,23,35,18,50,49,51,48,1,1
71,12,8,71,47,35,2,32,31,21,59,71,1,15
51,24,13,51,53,15,94,28,35,46,53,36,0,9
57,25,24,60,52,21,19,25,31,29,69,28,1,2
53,50,19,67,48,34,19,19,61,56,59,51,1,11
85,15,10,85,82,29,78,29,19,16,39,54,1,12
55,19,19,66,45,18,22,21,42,28,56,26,1,11
61,18,19,61,53,27,0,36,42,37,61,42,1,13
52,24,19,62,51,29,175,21,50,49,58,38,1,10
55,19,13,67,40,24,19,18,33,38,65,25,1,11
66,11,32,67,55,23,155,27,46,34,55,43,1,13
58,21,0,59,52,29,0,27,31,30,67,35,1,1
49,46,13,64,36,15,161,16,46,44,60,34,0,1
56,21,19,64,51,28,22,22,40,34,63,28,1,11
57,23,13,63,47,25,25,20,48,31,55,35,1,13
55,22,13,68,47,22,19,17,55,29,68,30,1,11
52,55,24,59,52,21,175,23,47,49,57,49,0,2
59,34,19,71,44,44,70,20,31,28,62,33,1,17
57,23,13,65,42,35,22,19,42,36,65,39,1,13
53,58,28,65,53,16,197,16,45,46,56,44,1,2
83,13,25,84,80,30,57,27,25,15,45,58,1,11
59,20,19,69,45,35,61,20,52,32,63,32,1,13
53,60,28,65,47,22,11,19,51,50,52,45,0,1
53,55,13,65,38,14,11,19,56,60,45,40,0,9
65,11,19,65,65,31,197,40,30,33,40,64,1,13
54,53,13,70,50,21,25,18,45,40,55,43,0,12
45,28,13,61,42,12,161,17,44,39,64,41,1,9
69,15,24,69,62,29,160,32,55,28,50,15,1,11
47,29,28,58,54,21,147,18,42,41,42,47,1,1
58,23,28,67,51,29,38,21,45,33,63,32,1,11
60,21,19,65,47,30,61,23,50,23,64,29,1,15
52,43,28,76,39,19,11,16,49,53,68,48,0,8
53,20,28,65,52,21,186,19,36,49,75,37,1,9
52,50,13,69,53,14,11,17,50,56,55,47,1,1
67,26,40,68,65,42,168,27,54,30,62,25,1,14
55,60,13,67,51,25,28,19,49,46,67,43,1,11
53,58,13,56,52,19,186,24,47,48,52,45,1,10
55,62,13,73,47,21,35,18,49,52,50,47,1,11
52,26,28,64,53,26,175,18,44,46,56,32,1,10
59,18,19,67,49,31,54,22,45,34,70,40,0,11
47,26,28,67,53,23,161,17,41,44,44,51,1,2
51,27,19,57,50,18,128,18,43,52,64,39,0,1
60,20,13,66,53,31,61,22,40,42,52,28,1,12
57,60,19,58,49,39,25,26,51,49,63,42,1,15
50,29,13,60,45,15,138,20,26,45,61,32,0,9
51,27,28,60,47,17,161,20,37,54,58,39,0,10
53,45,13,71,48,26,16,16,54,51,62,42,1,11
53,26,28,63,56,21,175,19,39,50,59,38,1,2
52,29,28,67,52,21,197,19,31,54,63,33,0,10
71,15,8,82,55,31,48,22,54,50,67,19,1,13
54,21,19,68,48,28,22,19,43,37,61,39,1,11
61,15,13,61,57,34,0,36,41,39,32,43,1,14
60,20,27,61,51,25,38,26,30,24,79,32,1,2
65,20,24,72,58,33,166,21,50,40,54,25,1,13
58,21,19,64,48,31,32,21,43,19,52,32,0,14
46,29,28,63,45,26,161,18,47,43,47,52,1,1
51,29,28,63,44,23,147,17,45,45,62,34,1,12
84,10,35,84,79,35,65,31,19,11,32,52,1,14
53,45,19,54,45,31,175,25,42,53,50,47,1,2
51,28,13,70,48,25,175,17,31,50,55,39,0,2
52,23,28,60,46,12,161,20,47,42,59,39,0,9
60,23,24,61,51,20,38,26,42,40,54,26,1,2
57,24,19,64,39,26,25,20,52,31,57,26,1,2
55,45,24,55,49,16,186,28,55,56,51,50,0,7
65,22,19,65,60,34,137,26,55,38,66,19,1,14
53,56,13,71,61,31,19,18,49,47,59,48,1,12
51,24,19,56,44,34,138,24,49,49,64,34,1,11
63,28,27,64,50,39,99,26,51,34,72,26,1,16
59,24,28,66,46,27,41,20,48,32,55,28,1,16
71,11,2,71,62,34,4,28,11,11,35,71,1,11
55,63,19,61,56,21,19,23,44,51,53,43,1,1
52,29,28,60,55,28,161,19,32,59,58,38,1,12
52,51,28,72,50,20,11,16,51,53,53,44,1,11
52,26,28,66,47,26,197,18,42,48,62,34,1,9
52,55,19,62,53,21,186,21,46,52,55,47,1,10
79,14,21,79,81,37,184,30,31,12,32,45,1,15
82,12,8,82,77,35,15,35,23,25,43,65,0,12
60,23,24,67,52,39,64,22,42,40,34,31,1,14
58,19,13,71,50,35,64,20,33,31,63,28,1,12
63,31,28,64,65,33,93,27,37,23,57,31,1,13
54,58,19,64,52,36,19,21,46,47,51,46,1,12
57,24,19,74,48,32,58,18,34,34,62,30,1,14
51,27,28,66,48,21,175,18,37,49,58,33,0,10
62,29,19,71,53,33,99,19,40,31,23,33,0,12
55,42,13,63,37,22,11,18,57,63,45,52,0,12
52,55,19,59,40,29,175,23,41,42,62,48,1,12
50,51,28,60,55,21,138,18,53,54,45,41,1,9
83,14,33,83,82,43,36,33,23,10,34,65,1,13
53,24,13,66,47,34,197,18,43,33,57,33,1,13
52,27,24,72,55,21,186,17,42,55,59,31,1,12
55,63,19,66,51,26,28,20,49,44,51,48,1,15
53,54,28,71,53,23,19,16,49,43,51,45,0,2
47,36,28,69,40,17,175,17,47,47,38,53,0,12
62,18,24,65,50,39,93,23,32,26,60,46,1,12
77,13,15,77,71,33,158,33,21,10,36,43,1,13
59,25,28,79,50,31,76,16,49,30,57,32,1,14
60,43,19,60,55,37,0,36,45,29,56,33,1,12
64,19,27,64,58,36,76,31,39,31,63,27,1,14
50,46,28,64,50,21,175,17,49,52,45,46,1,10
58,26,19,65,45,33,32,21,33,27,56,29,1,13
52,51,13,65,46,23,186,17,46,41,47,49,1,12
54,46,28,65,35,21,11,16,58,59,38,48,1,10
54,59,24,72,49,21,25,16,53,51,48,44,1,1
55,24,13,71,55,23,28,18,30,27,72,32,1,11
83,12,35,84,80,27,60,29,24,12,35,59,1,12
51,41,13,63,42,15,175,19,48,50,52,44,1,1
82,14,8,87,85,34,65,22,30,21,38,60,0,13
51,50,13,60,49,29,175,21,46,46,54,46,1,13
81,10,4,83,78,34,33,27,32,12,40,60,1,12
87,11,33,91,84,38,145,23,16,12,41,55,1,12
51,42,13,58,46,18,161,20,51,45,75,46,1,8
59,26,24,61,46,36,32,26,42,37,58,35,1,13
56,25,13,66,52,21,22,19,44,28,57,30,0,12
63,17,19,68,49,36,110,23,29,29,64,33,1,13
52,54,28,67,45,29,11,17,51,53,59,47,1,11
58,21,27,68,52,28,41,20,35,34,60,31,1,15
52,63,13,67,51,17,11,18,47,43,59,45,1,8
51,56,13,57,34,13,161,21,54,55,49,44,1,10
51,48,28,65,37,26,186,18,51,53,49,48,1,2
57,59,28,60,54,41,28,24,51,45,54,51,1,12
52,57,28,67,52,23,11,18,46,40,56,47,1,10
55,27,13,71,46,23,28,18,34,26,58,32,1,11
55,21,13,66,41,27,16,18,42,32,59,38,1,13
57,24,13,57,52,28,197,29,33,25,60,28,0,11
75,14,8,75,70,33,87,29,29,13,37,59,1,11
52,51,13,60,35,25,175,21,52,55,45,42,1,2
59,26,32,71,56,29,58,18,38,36,51,35,1,12
64,12,19,66,60,37,133,26,51,45,42,46,0,16
49,20,19,66,55,25,161,16,35,51,62,38,1,2
52,56,19,63,47,21,197,21,53,50,52,43,1,10
77,15,15,77,72,25,158,33,16,14,43,32,1,11
53,59,13,76,54,21,22,17,46,46,50,49,1,1
55,23,28,65,49,22,16,19,32,29,65,32,1,8
60,21,13,69,47,34,70,21,35,31,65,28,0,15
50,25,28,64,50,21,161,18,35,59,62,40,1,1
58,21,13,70,55,21,38,18,36,31,43,31,1,2
83,15,15,89,77,31,75,24,15,15,42,58,1,13
59,18,19,74,50,36,76,18,45,38,59,29,1,13
51,22,24,69,51,21,175,17,28,55,60,34,1,11
63,23,28,63,62,19,70,29,41,19,60,28,0,12
56,23,19,72,50,27,38,18,38,31,59,31,1,11
58,60,13,65,52,37,41,20,56,41,53,44,1,15
52,60,28,61,42,26,175,19,47,47,58,43,1,12
48,55,19,68,50,21,161,18,43,50,55,45,1,9
89,14,10,92,81,42,165,24,23,13,38,44,0,17
65,15,19,65,63,35,110,30,40,35,72,14,1,14
50,56,19,62,46,24,147,18,49,40,59,47,1,14
52,51,28,65,43,21,186,18,54,57,41,52,1,10
52,54,19,59,50,15,175,20,47,49,52,43,1,8
51,28,28,60,46,24,161,20,37,50,57,36,0,10
80,14,4,80,74,35,20,29,20,12,43,52,1,14
51,30,13,59,47,19,128,18,32,48,62,36,0,1
52,28,19,61,54,26,175,21,26,52,64,30,1,8
53,53,13,66,53,15,11,17,50,53,59,48,0,1
62,21,24,63,54,35,76,26,36,25,61,36,1,15
59,24,13,65,47,36,41,23,35,22,58,29,1,14
55,19,13,65,54,33,19,20,32,27,52,35,1,11
72,12,2,73,72,34,82,27,25,19,43,51,1,12
45,37,19,63,46,9,175,18,39,39,60,52,0,8
54,35,27,70,37,17,25,17,55,60,50,46,0,8
50,24,13,62,49,26,147,19,45,52,61,36,0,12
53,30,19,65,47,18,197,20,29,56,60,39,0,10
56,34,19,70,59,17,54,17,61,59,34,54,1,6
57,19,19,64,51,44,25,23,43,36,62,29,1,17
64,19,19,69,49,30,142,25,31,25,65,25,1,14
70,14,34,71,65,33,3,28,22,13,58,33,1,13
65,14,19,72,59,30,166,22,46,38,64,13,1,12
53,58,27,64,45,19,11,20,47,56,50,41,0,10
57,24,19,73,48,21,58,18,38,27,60,27,0,13
52,57,19,62,48,26,175,19,47,47,55,42,1,11
56,58,28,68,58,25,35,19,49,66,56,52,1,2
63,21,13,65,60,31,99,26,31,35,56,23,0,11
58,15,28,70,51,32,35,17,43,33,65,33,1,13
53,29,24,70,56,11,11,18,41,54,63,40,0,2
52,57,13,60,50,11,186,20,50,46,60,51,1,10
61,15,19,64,55,37,64,26,48,26,63,39,1,13
48,47,19,67,50,11,175,18,48,47,53,56,1,9
54,21,28,67,41,26,16,18,31,28,66,28,1,12
56,27,13,62,44,25,19,20,34,26,56,31,1,13
53,52,13,62,50,22,186,18,53,55,53,46,1,1
58,19,28,65,53,21,32,21,38,33,63,31,1,11
59,19,0,65,50,21,0,23,28,30,66,34,1,11
60,18,19,64,51,34,54,25,44,26,60,29,1,13
54,21,28,72,47,31,19,16,35,31,59,30,1,11
66,21,24,75,55,26,180,19,30,14,59,35,1,11
61,16,19,64,54,38,67,25,39,23,57,28,0,11
72,19,34,74,69,31,82,27,31,19,44,40,1,14
53,28,13,66,44,36,197,19,40,37,61,36,0,13
59,33,19,59,50,33,11,31,45,34,56,34,1,12
78,14,15,84,65,35,14,22,30,25,36,48,1,2
79,12,15,83,75,36,17,25,34,15,44,57,1,13
66,10,24,66,52,42,149,29,22,19,35,49,1,16
53,61,13,64,47,28,11,20,46,43,54,44,1,12
56,16,19,67,45,29,32,20,48,36,62,32,1,2
75,13,40,76,73,31,143,28,19,13,43,23,1,2
88,10,10,88,84,33,139,29,34,10,41,30,0,13
80,15,37,80,74,36,20,26,24,19,39,40,1,15
58,21,28,58,60,28,11,29,30,25,57,31,1,14
58,22,13,58,50,26,161,33,43,27,54,35,1,2
53,19,19,60,49,31,175,23,53,54,58,34,0,19
55,19,19,66,37,21,22,21,42,31,59,29,1,12
67,21,32,67,70,39,142,34,23,33,28,19,1,14
68,15,24,73,61,37,43,23,34,28,65,14,1,14
49,53,19,57,35,21,147,20,52,51,44,46,1,11
57,23,13,66,51,21,32,20,32,28,59,33,0,11
53,57,19,60,52,23,197,22,45,51,52,40,1,10
50,24,19,72,49,25,161,17,45,46,60,38,1,12
58,18,13,67,62,32,38,20,32,29,59,30,0,14
51,31,13,68,51,23,175,17,28,57,63,37,0,12
51,42,24,63,31,22,175,19,55,54,52,47,0,1
64,24,13,64,62,33,70,32,33,31,50,27,1,12
51,52,19,60,49,27,175,22,47,47,52,49,1,13
51,50,19,64,47,13,175,18,53,49,56,42,1,8
80,19,29,88,76,42,37,23,22,12,28,34,1,14
81,11,21,81,76,39,24,29,15,12,35,35,0,14
51,26,13,58,49,9,147,22,39,46,58,38,1,10
54,30,28,69,51,23,19,17,39,30,69,34,1,12
54,23,19,72,47,15,22,18,41,26,55,30,1,1
53,56,19,68,55,22,19,18,47,42,62,43,1,2
53,25,28,71,41,31,11,18,41,44,71,29,1,12
57,33,28,65,49,33,28,23,42,28,58,32,1,12
62,22,27,71,48,37,110,23,54,39,63,28,0,15
84,13,5,88,81,36,98,24,18,17,35,57,1,13
55,22,19,70,40,28,28,18,43,32,58,33,1,12
64,19,19,64,56,29,41,33,27,27,71,32,0,2
69,13,27,69,69,20,35,38,35,24,35,51,1,11
78,14,29,80,75,36,184,28,20,24,38,65,1,13
52,49,13,64,49,26,186,18,58,64,40,53,0,15
77,14,25,77,70,41,122,34,28,25,42,50,1,14
53,57,13,61,49,30,186,19,49,50,51,38,1,11
54,25,28,66,47,21,11,18,41,28,62,34,1,11
54,59,13,61,48,26,16,22,49,43,58,42,1,15
53,55,13,67,52,19,19,18,54,54,50,42,1,10
53,55,13,65,46,33,197,16,52,51,53,42,1,13
56,18,19,75,50,21,38,18,39,36,59,32,1,1
56,17,24,71,49,26,38,18,48,43,60,26,1,14
57,22,27,72,51,23,58,18,42,38,52,40,1,11
49,47,13,69,46,31,175,17,42,60,58,50,1,10
80,17,25,80,80,34,14,33,20,11,34,45,0,13
76,14,15,76,68,28,90,33,32,11,27,58,1,12
51,48,28,74,52,26,197,17,45,48,65,49,1,1
49,49,13,68,38,21,175,18,49,53,47,47,1,10
81,12,2,81,75,30,173,36,32,27,35,67,0,12
53,12,13,62,56,21,175,18,41,34,62,34,1,11
51,52,13,61,52,25,161,19,48,56,50,50,1,11
49,52,19,58,35,24,147,21,49,55,33,43,1,11
55,24,13,63,42,27,16,21,44,24,62,32,1,14
57,21,19,73,54,34,54,17,33,30,58,28,1,13
54,66,28,59,52,27,11,23,45,47,52,41,1,1
52,57,13,68,48,15,11,19,45,49,54,51,1,10
54,18,13,60,49,29,197,21,28,21,59,26,1,13
54,59,24,67,54,23,22,19,47,49,50,48,0,12
51,55,19,65,47,16,186,17,47,39,54,43,1,10
51,18,28,70,46,23,175,18,50,29,69,44,1,10
82,16,29,89,73,46,66,23,26,21,35,31,1,16
59,17,19,59,46,29,147,34,26,22,87,30,1,2
87,10,39,87,83,40,103,31,24,18,41,41,1,15
75,16,21,77,76,31,118,28,24,15,31,57,1,13
52,11,28,69,54,25,11,19,60,57,47,58,1,11
52,50,13,63,54,21,175,18,44,48,58,45,1,11
69,16,21,75,57,36,2,23,26,13,14,49,1,15
65,17,13,67,65,38,149,28,33,24,58,34,1,14
49,48,19,55,36,26,138,22,52,49,40,46,1,13
52,55,19,64,50,21,186,19,49,45,58,49,1,2
60,18,32,66,52,28,61,22,47,24,64,32,0,12
49,34,28,66,46,26,161,17,45,45,57,52,1,11
57,20,19,67,46,29,35,21,34,27,63,35,1,14
47,30,28,58,48,11,138,18,42,35,59,49,1,11
57,59,24,64,42,26,35,23,46,44,56,43,1,14
63,23,13,63,57,36,70,29,42,24,34,37,1,13
56,17,28,72,47,19,35,16,37,31,55,28,1,10
60,20,0,63,44,29,0,26,40,24,60,26,1,2
52,31,13,59,51,27,161,23,30,53,60,34,1,2
62,16,24,62,52,32,67,28,30,21,55,59,1,12
67,13,34,69,61,23,178,26,20,12,52,54,1,1
58,21,28,62,50,27,28,23,31,25,58,30,0,11
53,31,13,68,46,26,16,19,35,27,61,34,1,12
49,29,28,63,49,18,161,17,43,37,52,38,1,2
80,11,39,80,76,38,18,28,24,14,31,40,1,15
55,26,13,62,42,29,16,20,33,28,61,37,1,13
76,19,21,86,68,28,173,22,21,14,44,66,0,12
52,51,28,63,51,26,175,17,46,43,63,44,0,11
59,19,0,59,40,29,0,26,33,23,63,27,1,11
55,19,19,58,49,21,197,25,42,30,58,31,1,10
54,65,0,67,51,27,0,18,52,47,50,40,1,11
52,22,13,68,44,29,186,17,44,30,60,32,1,11
59,18,13,60,49,32,25,28,27,27,59,33,1,11
56,18,27,73,42,31,41,19,41,27,57,34,1,15
76,18,15,78,72,27,158,26,25,16,44,33,1,11
66,12,19,74,48,30,185,22,52,46,68,15,1,13
57,25,19,67,47,35,35,20,33,28,58,34,1,14
54,19,13,61,44,22,197,22,38,26,61,29,1,1
49,36,13,66,50,16,161,17,41,45,55,45,1,11
50,23,13,61,54,30,138,19,34,50,63,37,0,13
52,55,19,65,50,26,186,18,45,48,51,49,1,2
58,26,19,62,51,34,25,25,36,30,58,29,1,15
48,27,28,56,48,21,105,17,42,45,54,30,0,2
55,20,13,65,50,30,19,20,41,32,56,29,1,12
56,21,13,68,53,32,25,18,32,27,60,31,0,12
53,56,24,70,51,26,19,18,46,41,51,48,1,13
50,54,19,65,43,14,175,17,43,50,63,42,1,7
85,11,29,85,77,44,78,29,15,12,37,49,1,13
60,15,24,69,40,22,70,22,47,49,66,17,1,15
56,20,13,76,49,23,38,18,37,21,63,28,0,12
83,8,29,85,80,36,63,25,23,16,36,50,1,13
58,24,0,69,44,30,0,20,45,45,58,30,1,16
56,21,13,71,51,32,41,19,29,39,62,32,1,13
49,21,13,61,45,27,147,20,38,49,54,34,1,11
71,13,34,72,71,27,6,28,12,14,43,43,1,11
53,55,28,65,51,27,197,18,53,48,56,44,1,11
56,19,28,73,48,26,38,18,45,31,53,24,0,11
51,21,13,62,53,21,161,19,43,48,55,32,0,2
56,20,19,57,46,26,197,27,42,25,62,27,1,11
83,13,21,89,81,41,75,23,22,20,31,55,0,15
69,14,40,77,62,22,3,22,43,38,43,38,0,11
52,54,28,62,52,21,175,16,52,51,56,44,1,10
54,58,28,68,43,35,25,18,57,56,64,42,1,16
47,52,19,57,48,19,138,18,43,41,59,37,1,12
51,52,13,68,51,29,186,18,45,47,57,43,1,1
51,55,28,58,50,23,161,21,43,51,56,41,1,2
70,16,40,70,68,30,43,32,35,17,25,56,1,15
53,17,28,71,51,24,11,17,51,48,52,28,0,2
70,14,38,70,54,32,1,30,27,29,36,62,0,11
48,27,13,61,52,18,147,18,34,54,55,30,0,8
49,23,13,65,42,21,161,17,46,34,63,29,1,11
50,60,19,65,45,24,175,17,47,38,56,49,1,11
53,55,13,64,44,22,197,18,50,52,50,36,1,1
79,11,1,79,75,31,159,34,30,12,44,38,1,12
68,12,34,73,58,31,43,21,53,33,51,29,1,15
55,21,19,63,43,18,16,23,41,32,61,33,1,11
68,22,32,71,57,29,196,25,14,22,42,35,1,11
63,20,13,66,65,26,104,26,15,15,29,65,1,9
55,18,19,75,56,25,28,18,57,41,68,19,1,12
86,9,33,89,81,34,132,24,22,16,43,53,1,14
56,28,19,68,45,21,25,18,42,35,34,39,0,11
51,23,28,59,53,23,138,19,36,33,53,37,1,11
53,24,19,65,47,21,11,20,34,29,57,29,1,11
55,20,13,69,49,31,28,18,30,30,51,34,1,13
51,52,28,73,47,32,197,17,49,42,58,46,1,10
57,24,19,59,48,33,19,26,30,28,57,30,1,13
51,53,28,63,49,18,161,18,48,44,62,41,1,11
50,54,13,66,41,21,175,19,42,44,55,48,1,11
55,18,19,68,50,26,28,21,33,23,53,30,1,13
52,22,28,64,47,20,175,19,30,37,64,26,1,11
79,16,39,79,72,28,184,29,23,15,38,32,1,13
56,19,13,65,47,39,25,20,31,24,51,32,1,15
49,22,19,64,49,26,161,17,35,47,58,38,0,2
